wikidata	wikipedia	film	abstract	date	sitelinks	director	genre
http://www.wikidata.org/entity/Q165817	https://en.wikipedia.org/wiki/Saving_Private_Ryan	Saving Private Ryan	Saving Private Ryan is a 1998 American epic war film directed by Steven Spielberg and written by Robert Rodat. Set during the Invasion of Normandy in World War II, the film is known for its graphic portrayal of war and for the intensity of its second scene of 24 minutes, a depiction of the Omaha Beach assault during the Normandy landings. The film follows United States Army Rangers Captain John H. Miller and his squad as they search for a paratrooper, Private First Class James Francis Ryan, the last surviving brother of a family of four, with his three other brothers having been killed in action. The film was a co-production between DreamWorks Pictures, Paramount Pictures, Amblin Entertainment, and Mutual Film Company, with DreamWorks distributing the film in North America while Paramount released the film internationally. @ In 1996, producer Mark Gordon pitched Rodats idea, which was inspired by the Niland brothers, to Paramount, which eventually began development on the project. Spielberg, who at the time was forming DreamWorks, came on board to direct the project, and Hanks joined the cast. After the cast went through training supervised by Marine veteran Dale Dye, the films principal photography started in June 1997 and lasted two months. The films D-Day scenes were shot in Ballinesker Beach, Curracloe Strand, Ballinesker, just east of Curracloe, County Wexford, Ireland and used members of the Irish Army as infantry for the D-Day landing. @ Released on July 24, 1998, Saving Private Ryan received acclaim from critics and audiences for its performances, realism, cinematography, score, screenplay, and Spielbergs direction, and was placed on many film critics 1998 top ten lists. It was also a box office success, becoming the highest-grossing film of 1998 in the United States with $216.8 million domestically and the second-highest-grossing film of 1998 worldwide with $481.8 million worldwide. Additionally, it grossed $44 million from its release on home video in May 1999. The film won several accolades, including Best Picture and Director at the Golden Globes, Producers Guild of America, Directors Guild of America, and Critics Choice Awards. The film was nominated for eleven Academy Awards at the 71st Academy Awards, where it won five: Best Director, Best Film Editing, Best Cinematography, Best Sound, and Best Sound Effects Editing, though it lost the Academy Award for Best Picture to Shakespeare in Love in a controversial Oscars upset. @ Since its release, Saving Private Ryan has been considered one of the greatest films of all time and has been lauded as influential on the war film genre. It is credited for renewing interest in World War II media. In 2007, the American Film Institute ranked Saving Private Ryan as the 71st-greatest American movie in AFIs 100 Years...100 Movies and in 2014, the film was selected for preservation in the National Film Registry by the Library of Congress as culturally, historically, or aesthetically significant.	1998-07-24	74	Steven Spielberg	action film#drama (film and television)#war film
http://www.wikidata.org/entity/Q181069	https://en.wikipedia.org/wiki/Star_Wars:_Episode_II_%E2%80%93_Attack_of_the_Clones	Star Wars: Episode II – Attack of the Clones	Star Wars: Episode II – Attack of the Clones is a 2002 American epic space-opera film directed by George Lucas and written by Lucas and Jonathan Hales. It is the second installment of the Star Wars prequel trilogy, the fifth Star Wars film to be produced, and the second film in the Skywalker saga. It stars Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Samuel L. Jackson, Christopher Lee, Anthony Daniels, Kenny Baker, and Frank Oz. Set ten years after the events in The Phantom Menace, the plot sees the galaxy on the brink of civil war, with thousands of planetary systems threatening to secede from the Galactic Republic and join the Confederacy of Independent Systems, led by the former Jedi-turned-Sith Lord Count Dooku. After Senator Padmé Amidala evades an assassination attempt, Jedi Apprentice Anakin Skywalker becomes her protector and develops a secret relationship with her, while his mentor Obi-Wan Kenobi investigates the attempt on her life, leading him to uncover a clone army in service of the Republic. Soon, the trio witness the onset of a new threat to the galaxy: the Clone Wars. @ Development of Attack of the Clones began in March 2000, some months after the release of The Phantom Menace. By June 2000, Lucas and Hales completed a draft of the script, and principal photography took place from June to September 2000. The film crew primarily shot at Fox Studios Australia in Sydney, Australia, with additional footage filmed in Tunisia, Spain, and Italy. It was one of the first motion pictures shot completely on a high-definition digital 24-frame system. @ The film was released in the United States on May 16, 2002. It received mixed reviews, with some critics hailing it as an improvement over its predecessor The Phantom Menace and others considering it the worst installment of the franchise. The film was praised for an increased emphasis on action, visual effects, musical score, and costume design, but criticized for the screenplay, Christensens performance, romantic scenes, and underdeveloped characters. It performed well in the box office, making over $653 million worldwide; however, it also became the first Star Wars film to be outgrossed in its year of release, placing third domestically and fourth-highest-grossing worldwide. The third and final film of the prequel trilogy, Revenge of the Sith, was released in 2005.	2002-05-16	74	George Lucas	action film#adventure film#fantasy film#science fiction film
http://www.wikidata.org/entity/Q184768	https://en.wikipedia.org/wiki/The_Godfather_Part_II	The Godfather Part II	The Godfather Part II is a 1974 American epic crime film produced and directed by Francis Ford Coppola from the screenplay co-written with Mario Puzo, starring Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, Talia Shire, Morgana King, John Cazale, Mariana Hill, and Lee Strasberg. It is the second installment in The Godfather trilogy. Partially based on Puzos 1969 novel The Godfather, the film is both a sequel and a prequel to The Godfather, presenting parallel dramas: one picks up the 1958 story of Michael Corleone, the new Don of the Corleone family, protecting the family business in the aftermath of an attempt on his life; the prequel covers the journey of his father, Vito Corleone, from his Sicilian childhood to the founding of his family enterprise in New York City. @ Following the success of the first film, Paramount Pictures began developing a follow-up to the film, with much of the same cast and crew returning. Coppola, who was given more creative control over the film, had wanted to make both a sequel and a prequel to the film that would tell the story of the rise of Vito and the fall of Michael. Principal photography began in October 1973 and wrapped up in June 1974. The Godfather Part II premiered in New York City on December 12, 1974, and was released in the United States on December 20, 1974, receiving divided reviews from critics but its reputation, however, improved rapidly and it soon became the subject of critical re-evaluation. It grossed between $48–88 million worldwide on a $13 million budget. The film was nominated for eleven Academy Awards at the 47th Academy Awards and became the first sequel to win for Best Picture. Its six Oscar wins also included Best Director for Coppola, Best Supporting Actor for De Niro and Best Adapted Screenplay for Coppola and Puzo. Pacino won the BAFTA Award for Best Actor and was nominated for the Academy Award for Best Actor. @ Some have deemed it superior to The Godfather. Both Part II and its predecessor remain highly influential films, especially in the gangster genre, and are considered to be among the greatest films of all time. In 1997, the American Film Institute ranked it as the 32nd-greatest film in American film history and it retained this position 10 years later. It was selected for preservation in the U.S. National Film Registry of the Library of Congress in 1993, being deemed culturally, historically, or aesthetically significant. The Godfather Part III, the final installment in the trilogy, was released in 1990.	1974-12-12	74	Francis Ford Coppola	crime film#drama (film and television)#film based on a novel#flashback film
http://www.wikidata.org/entity/Q164963	https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Two_Towers	The Lord of the Rings: The Two Towers	The Lord of the Rings: The Two Towers is a 2002 epic fantasy adventure film directed by Peter Jackson, based on the second volume of J. R. R. Tolkiens The Lord of the Rings. The film is the second instalment in The Lord of the Rings trilogy and was produced by Barrie M. Osborne, Fran Walsh and Jackson, and written by Walsh, Philippa Boyens, Stephen Sinclair and Jackson. The film features an ensemble cast including Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving, Miranda Otto, David Wenham, Brad Dourif, Karl Urban and Andy Serkis. It was preceded by The Fellowship of the Ring and followed by The Return of the King. @ Continuing the plot of The Fellowship of the Ring, the film intercuts three storylines. Frodo and Sam continue their journey towards Mordor to destroy the One Ring, meeting and joined by Gollum, the rings former owner. Aragorn, Legolas, and Gimli come to the war-torn nation of Rohan and are reunited with the resurrected Gandalf, before fighting against the legions of the treacherous wizard Saruman at the Battle of Helms Deep. Merry and Pippin escape capture, meet Treebeard the Ent, and help to plan an attack on Isengard, fortress of Saruman. @ The Two Towers was financed and distributed by American studio New Line Cinema, but filmed and edited entirely in Jacksons native New Zealand, concurrently with the other two parts of the trilogy. It premiered on 5 December 2002 at the Ziegfeld Theatre in New York City and was theatrically released on 18 December 2002 in the United States, and on 19 December 2002 in New Zealand. The film was highly acclaimed by critics and fans alike, who considered it to be a landmark in filmmaking and an achievement in the fantasy film genre. It grossed $951.2 million worldwide, making it the highest-grossing film of 2002 and the third highest-grossing film of all time at the time of its release. @ The Two Towers is widely regarded as one of the greatest and most influential films ever made. The film received numerous accolades; at the 75th Academy Awards, it was nominated for six awards, including Best Picture, Best Art Direction, Best Film Editing and Best Sound Mixing, winning two: Best Sound Editing and Best Visual Effects.	2002-12-05	74	Peter Jackson	action film#drama (film and television)#fantasy film#film based on a novel
http://www.wikidata.org/entity/Q484048	https://en.wikipedia.org/wiki/Am%C3%A9lie	Amélie	Amélie is a 2001 romantic comedy film directed by Jean-Pierre Jeunet. Written by Jeunet with Guillaume Laurant, the film is a whimsical depiction of contemporary Parisian life, set in Montmartre. It tells the story of a shy waitress, played by Audrey Tautou, who decides to change the lives of those around her for the better while struggling with her own isolation. The film also features an ensemble cast of supporting roles, including Mathieu Kassovitz, Rufus, Lorella Cravotta, Serge Merlin, Jamel Debbouze, Claire Maurier, Clotilde Mollet, Isabelle Nanty, Dominique Pinon, Artus de Penguern, Yolande Moreau, Urbain Cancelier, and Maurice Bénichou. @ The film was theatrically released in France on 25 April 2001 by UGC-Fox Distribution and in Germany on 16 August 2001 by Prokino Filmverleih. The film received critical acclaim, with praise for Tautous performance, the cinematography, production design, and writing. Amélie won Best Film at the European Film Awards; it also won four César Awards, including Best Film and Best Director). It won two British Academy Film Awards, including Best Original Screenplay, and was nominated for five Academy Awards, including Best Foreign Language Film and Best Original Screenplay. The film was a commercial success, grossing $174.2 million worldwide against a budget of $10 million. Taking in over $33 million in a limited theatrical release, it is to date the highest-grossing French-language film released in the United States, and one of the biggest international successes for a French film.	2001-01-01	73	Jean-Pierre Jeunet	comedy film#drama (film and television)#romantic comedy
http://www.wikidata.org/entity/Q25139	https://en.wikipedia.org/wiki/American_Beauty_(1999_film)	American Beauty	American Beauty is a 1999 American black comedy-drama film written by Alan Ball and directed by Sam Mendes. Kevin Spacey stars as Lester Burnham, an advertising executive who has a midlife crisis when he becomes infatuated with his teenage daughters best friend, played by Mena Suvari. Annette Bening stars as Lesters materialistic wife, Carolyn, and Thora Birch plays their insecure daughter, Jane. Wes Bentley, Chris Cooper, and Allison Janney also feature. Academics have described the film as a satire of American middle-class notions of beauty and personal satisfaction; further analysis has focused on the films explorations of romantic and paternal love, sexuality, materialism, self-liberation, and redemption. @ Ball began writing American Beauty as a play in the early 1990s, partly inspired by the media circus that accompanied the Amy Fisher trial in 1992. He shelved the play after deciding that the story would not work on stage. After several years as a television screenwriter, Ball revived the idea in 1997 when attempting to break into the film industry. The rewritten script had a cynical outlook influenced by Balls frustrating tenures writing for several sitcoms. Producers Dan Jinks and Bruce Cohen took the script for American Beauty to the fledgling DreamWorks studio, which bought it for $250,000, outbidding several other production bodies. DreamWorks financed the $15 million production and served as its North American distributor. American Beauty marked acclaimed theater director Mendes film debut; courted after his successful productions of the musicals Oliver! and Cabaret, Mendes was nevertheless only given the job after twenty others were considered and several A-list directors reportedly turned down the opportunity. @ Spacey was Mendes first choice for the role of Lester, though DreamWorks urged him to consider better-known actors. Similarly, the studio suggested several actresses for the role of Carolyn until Mendes offered the part to Bening without the studios knowledge. Principal photography took place between December 1998 and February 1999 on sound stages at the Warner Bros. backlot in Burbank, California and on location in Los Angeles. Mendes dominant directorial style was deliberate and composed; he made extensive use of static shots and slow pans and zooms to generate tension. Cinematographer Conrad Hall complemented Mendes style with peaceful shot compositions to contrast with the turbulent on-screen events. During editing, Mendes made several changes that softened the cynical tone of Balls script. @ Released in North America on September 17, 1999, American Beauty was acclaimed by critics and audiences; it was the best-reviewed American film of the year and grossed over $350 million worldwide. Reviewers praised most aspects of the production, with particular emphasis on Mendes, Spacey and Ball; criticism tended to focus on the familiarity of the characters and setting. DreamWorks launched a major campaign to increase American Beautys chances of Oscar success; at the 2000 ceremony the film won Best Picture, Best Director, Best Actor, Best Original Screenplay, and Best Cinematography. The film was nominated for and won many other awards and honors, mainly for directing, writing and acting.	1999-09-08	73	Sam Mendes	comedy-drama#drama (film and television)#flashback film#LGBT-related film#romantic comedy
http://www.wikidata.org/entity/Q182692	https://en.wikipedia.org/wiki/Apocalypse_Now	Apocalypse Now	Apocalypse Now is a 1979 American epic psychological war film directed, produced and co-written by Francis Ford Coppola. It stars Marlon Brando, Robert Duvall, Martin Sheen, Frederic Forrest, Albert Hall, Sam Bottoms, Laurence Fishburne, Harrison Ford, and Dennis Hopper. @ The screenplay, co-written by Coppola and John Milius and narration written by Michael Herr, was loosely based on the 1899 novella Heart of Darkness by Joseph Conrad, with the setting changed from late 19th-century Congo to the Vietnam War. The story follows a river journey from South Vietnam into Cambodia undertaken by Captain Benjamin L. Willard, who is on a secret mission to assassinate Colonel Kurtz, a renegade Army Special Forces officer accused of murder and who is presumed insane. @ Milius became interested in adapting Heart of Darkness for a Vietnam War setting in the late 1960s, and initially began developing the film with Coppola as producer and George Lucas as director. After Lucas became unavailable, Coppola took over directorial control, and was influenced by Werner Herzogs Aguirre in his approach to the material. @ Initially set to be a five-month shoot, the film became noted for the problems encountered while making it for over a year, as chronicled in the documentary A Filmmakers Apocalypse. These problems included expensive sets being destroyed by severe weather, Brando showing up on set overweight and completely unprepared, and Sheen having a breakdown and suffering a near-fatal heart attack while on location. Problems continued after production as the release was postponed several times while Coppola edited over a million feet of film. @ Apocalypse Now was honored with the Palme dOr at the Cannes Film Festival, where it premiered unfinished before it was finally released on August 15, 1979, by United Artists. The film performed well at the box office, grossing $78 million domestically and going on to gross over $150 million worldwide. Initial reviews were mixed; while Vittorio Storaros cinematography was widely acclaimed, several critics found Coppolas handling of the storys major themes to be anticlimactic and intellectually disappointing. @ Apocalypse Now is today considered to be one of the greatest films ever made. It was nominated for eight Academy Awards at the 52nd Academy Awards, including Best Picture, Best Director, and Best Supporting Actor for Duvall, and went on to win for Best Cinematography and Best Sound. It ranked No. 14 in Sight & Sounds greatest films poll in 2012, and No. 6 in the Directors Poll of greatest films of all time. Roger Ebert also included it in his top 10 list of greatest films ever in 2012. In 2000, the film was selected for preservation in the National Film Registry by the Library of Congress as being culturally, historically or aesthetically significant.	1979-05-10	73	Francis Ford Coppola	action film#drama (film and television)#film based on books#war film
http://www.wikidata.org/entity/Q2579784	https://en.wikipedia.org/wiki/Gravity_(2013_film)	Gravity	Gravity is a 2013 science fiction thriller film directed by Alfonso Cuarón, who also co-wrote, co-edited, and produced the film. It stars Sandra Bullock and George Clooney as American astronauts who are stranded in space after the mid-orbit destruction of their Space Shuttle, and attempt to return to Earth. @ Cuarón wrote the screenplay with his son Jonás and attempted to develop the film at Universal Pictures. Later, the distribution rights were acquired by Warner Bros. Pictures. David Heyman, who previously worked with Cuarón on Harry Potter and the Prisoner of Azkaban, produced the film with him. Gravity was produced entirely in the United Kingdom, where British visual effects company Framestore spent more than three years creating most of the films visual effects, which make up over 80 of its 91 minutes. @ Gravity opened the 70th Venice International Film Festival on August 28, 2013, and had its North American premiere three days later at the Telluride Film Festival. Upon its release, Gravity was met with widespread critical acclaim, with praise for its direction and visuals. Considered one of the best films of 2013, it appeared on numerous critics year-end lists, and was selected by the American Film Institute in their annual Movies of the Year list. The film became the eighth highest-grossing film of 2013 with a worldwide gross of over $723 million, against a production budget of around $100 million. @ The film earned accolades from numerous critics and guilds. At the 86th Academy Awards, Gravity received ten nominations, including Best Actress for Bullock and Best Picture, and won seven awards, including Best Director, Best Original Score, Best Cinematography, and Best Visual Effects. The film was also awarded six BAFTA Awards, including Outstanding British Film and Best Director, the Golden Globe Award for Best Director, seven Critics Choice Movie Awards, the 2013 Ray Bradbury Award, and the 2014 Hugo Award for Best Dramatic Presentation.	2013-10-03	73	Alfonso Cuarón	disaster film#science fiction film#survival film#techno-thriller#thriller film
http://www.wikidata.org/entity/Q161687	https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_(film)	Harry Potter and the Half-Blood Prince	Harry Potter and the Half-Blood Prince is a 2009 fantasy film directed by David Yates and distributed by Warner Bros. Pictures. It is based on J. K. Rowlings 2005 novel of the same name. The film, which is the sixth instalment in the Harry Potter film series, was written by Steve Kloves and produced by David Heyman and David Barron. The story follows Harry Potters sixth year at Hogwarts as he receives a mysterious textbook, falls in love, and attempts to retrieve a memory that holds the key to Lord Voldemorts downfall. @ The film stars Daniel Radcliffe as Harry Potter, alongside Rupert Grint and Emma Watson as Harrys best friends Ron Weasley and Hermione Granger. It is the sequel to Harry Potter and the Order of the Phoenix and is followed by Harry Potter and the Deathly Hallows – Part 1. Filming began on 24 September 2007, leading to the films worldwide cinematic release on 15 July 2009, one day short of the fourth anniversary of the corresponding novels release. With an estimated budget of $250 million, it is one of the most expensive films ever made and the most expensive film in the Harry Potter film series. The film was simultaneously released in regular cinemas and IMAX 3D everywhere except North America, where its IMAX release was delayed for two weeks. @ Harry Potter and the Half-Blood Prince premiered in London on 7 July 2009 and was released theatrically worldwide on 15 July. The film was a major commercial success, breaking the record for the biggest single-day worldwide gross. In five days the film made $394 million, breaking the record for highest five-day worldwide gross. With a total gross of $934 million, it became the eighth-highest-grossing film of all time and 2009s second-highest-grossing film. It is the fifth-highest-grossing film in the franchise. @ The film received positive reviews, with praise for Yatess direction, the performances, Delbonnels cinematography, Nicholas Hoopers musical score, and emotionally satisfying story. The film was nominated at the 82nd Academy Awards for Best Cinematography and the 63rd British Academy Film Awards for Best Special Visual Effects and Best Production Design.	2009-07-06	73	David Yates	fantasy film#film based on a novel
http://www.wikidata.org/entity/Q180098	https://en.wikipedia.org/wiki/Ben-Hur_(1959_film)	Ben-Hur	Ben-Hur is a 1959 American religious epic film directed by William Wyler, produced by Sam Zimbalist, and starring Charlton Heston as the title character. A remake of the 1925 silent film with a similar title, it was adapted from Lew Wallaces 1880 novel A Tale of the Christ. The screenplay is credited to Karl Tunberg, but includes contributions from Maxwell Anderson, S. N. Behrman, Gore Vidal, and Christopher Fry. @ Ben-Hur had the largest budget, as well as the largest sets built, of any film produced at the time. Costume designer Elizabeth Haffenden oversaw a staff of 100 wardrobe fabricators to make the costumes, and a workshop employing 200 artists and workmen provided the hundreds of friezes and statues needed in the film. Filming commenced on May 18, 1958, and wrapped on January 7, 1959, with shooting lasting for 12 to 14 hours a day and six days a week. Pre-production began in Italy at Cinecittà around October 1957, and post-production took six months. Under cinematographer Robert L. Surtees, executives at Metro-Goldwyn-Mayer made the decision to produce the film in a widescreen format. Over 200 camels and 2,500 horses were used in the shooting of the film, with some 10,000 extras. The sea battle was filmed using miniatures in a huge tank on the back lot at the MGM Studios in Culver City. The nine-minute chariot race has become one of cinemas most famous action sequences, and the score, composed and conducted by Miklós Rózsa, is the longest ever composed for a film, and was highly influential on cinema for over 15 years. @ Following a $14.7 million marketing effort, Ben-Hur premiered at Loews State Theatre in New York City on November 18, 1959. It was the fastest-grossing, as well as the highest-grossing film of 1959, becoming the second highest-grossing film in history at the time, after Gone with the Wind. It won a record eleven Academy Awards, including Best Picture, Best Director, Best Actor in a Leading Role, Best Actor in a Supporting Role, and Best Cinematography – Color; it also won Golden Globe Awards for Best Motion Picture – Drama, Best Director, and Best Supporting Actor – Motion Picture for Stephen Boyd. In 1998, the American Film Institute named it the 72nd best American film and the second best American epic film in the AFIs 10 Top 10. In 2004, the National Film Preservation Board selected Ben-Hur for preservation by the National Film Registry of the Library of Congress for being culturally, historically, or aesthetically significant.	1959-11-18	72	William Wyler	action film#Christmas film#drama (film and television)#epic film#film based on a novel#Peplum film genre
http://www.wikidata.org/entity/Q102754	https://en.wikipedia.org/wiki/Dr._No_(film)	Dr. No	Dr. No is a 1962 spy film directed by Terence Young. It is based on the 1958 novel of the same name by Ian Fleming. Starring Sean Connery, Ursula Andress, Joseph Wiseman, and Jack Lord, it is the first film in the James Bond series, and was adapted by Richard Maibaum, Johanna Harwood, and Berkely Mather. The film was produced by Harry Saltzman and Albert R. Broccoli, a partnership that continued until 1975. @ In the film, James Bond is sent to Jamaica to investigate the disappearance of a fellow British agent. The trail leads him to the underground base of Dr. No, who is plotting to disrupt an early American space launch from Cape Canaveral with a radio beam weapon. Although it was the first of the Bond books to be made into a film, Dr. No was not the first of Flemings novels. Casino Royale was the debut for the character; however, the film makes a few references to threads from earlier books. This film makes reference to later books in the series as well, such as the criminal organisation SPECTRE, which was not introduced until the 1961 novel Thunderball. @ Produced on a low budget, Dr. No was a financial success. While the film received a mixed critical reaction upon release, it has gained a reputation over time as one of the series best instalments. Dr. No also launched a genre of secret agent films that flourished in the 1960s. The film also spawned a comic book adaptation and soundtrack album as part of its promotion and marketing. @ Many aspects of a typical James Bond film were established in Dr. No: the film begins with an introduction to the character through the view of a gun barrel and a highly stylised main title sequence, both of which were created by Maurice Binder. It also established the iconic James Bond theme music. Production designer Ken Adam established an elaborate visual style that is one of the hallmarks of the film series.	1962-10-05	72	Terence Young	action film#film based on a novel#spy film
http://www.wikidata.org/entity/Q172975	https://en.wikipedia.org/wiki/The_Departed	The Departed	The Departed is a 2006 American crime thriller film directed by Martin Scorsese and written by William Monahan. It is a remake of the 2002 Hong Kong film Infernal Affairs. The Departed stars Leonardo DiCaprio, Matt Damon, Jack Nicholson, and Mark Wahlberg, with Martin Sheen, Ray Winstone, Vera Farmiga, and Alec Baldwin in supporting roles. @ The film takes place in Boston. Irish Mob boss Francis Frank Costello plants Colin Sullivan as a mole within the Massachusetts State Police; simultaneously, the police assign undercover state trooper William Billy Costigan to infiltrate Costellos crew. When both sides realize the situation, Sullivan and Costigan each attempt to discover the others identity before they are found out. The character Colin Sullivan is loosely based on the corrupt FBI agent John Connolly, while the character Frank Costello is based on gangster Whitey Bulger. @ The Departed was a critical and commercial success, and won several awards, including four Oscars at the 79th Academy Awards, for Best Picture, Best Director, Best Adapted Screenplay, and Best Film Editing, becoming Scorseses only win for Best Director; Wahlberg was also nominated for Best Supporting Actor.	2006-09-26	72	Martin Scorsese	crime thriller#drama (film and television)
http://www.wikidata.org/entity/Q161087	https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest	Pirates of the Caribbean: Dead Man's Chest	Pirates of the Caribbean: Dead Mans Chest is a 2006 American fantasy swashbuckler film. It is the second installment of the Pirates of the Caribbean film series and the sequel to The Curse of the Black Pearl. It was directed by Gore Verbinski, written by Ted Elliott and Terry Rossio, and produced by Jerry Bruckheimer. In the film, the wedding of Will Turner and Elizabeth Swann is interrupted by Lord Cutler Beckett, who wants Turner to acquire the compass of Captain Jack Sparrow in a bid to find the Dead Mans Chest. Sparrow discovers his debt to Davy Jones is due. @ Two sequels to Pirates of the Caribbean: The Curse of the Black Pearl were conceived in 2004, with Elliott and Rossio developing a story arc that would span both films. Filming took place from February to September 2005 in Palos Verdes, Saint Vincent and the Grenadines, Dominica, and The Bahamas, as well as on sets constructed at Walt Disney Studios. It was shot back-to-back with the third film of the series, At Worlds End. @ Dead Mans Chest was released in the United States on July 7, 2006, and received praise for its special effects, direction, action sequences, Hans Zimmers musical score, humor, and performances, particularly those of Depp and Nighy, but criticism for its running time and plot. The film broke several records at the time, including the opening-weekend record in the United States with $136 million, the fastest film to gross over $1 billion at the worldwide box office, became the highest-grossing film of 2006, and was the highest-grossing film distributed by Disney until it was surpassed by Toy Story 3 in 2010. The film received Academy Award nominations for Best Art Direction, Sound Editing, Sound Mixing, and won the Academy Award for Best Visual Effects. Its sequel, At Worlds End, was released the following year.	2006-07-07	71	Gore Verbinski	action film#adventure film#comedy film#fantasy film#pirate film#swashbuckler film#treasure hunt film
http://www.wikidata.org/entity/Q170035	https://en.wikipedia.org/wiki/Ratatouille_(film)	Ratatouille	Ratatouille is a 2007 American computer-animated comedy film produced by Pixar and released by Walt Disney Pictures. It was the eighth film produced by Pixar, and was written and directed by Brad Bird, who took over from Jan Pinkava in 2005, and produced by Brad Lewis, from an original idea from Bird, Pinkava and Jim Capobianco. The title refers to the French dish ratatouille, which is served at the end of the film and also references the animal type of the main character, a rat. The plot follows a rat named Remy, who dreams of becoming a chef and tries to achieve his goal by forming an alliance with a Parisian restaurants garbage boy. @ The film stars the voices of Patton Oswalt as Remy, an anthropomorphic rat who is interested in cooking; Lou Romano as Alfredo Linguini, a young garbage boy who befriends Remy; Ian Holm as Skinner, the head chef of Auguste Gusteaus restaurant; Janeane Garofalo as Colette Tatou, a rôtisseur at Gusteaus restaurant and the staffs only female chef; Peter OToole as Anton Ego, a restaurant critic; Brian Dennehy as Django, Remys father and leader of his clan; Peter Sohn as Emile, Remys older brother; and Brad Garrett as Auguste Gusteau, a recently deceased chef. @ The development of Ratatouille began in 2000 when Pinkava wrote the original concepts of the film. In 2005, following Pinkavas departure from Pixar, Bird was approached to direct the film and revise the story. Bird and some of the films crew members also visited Paris for inspiration. To create the food animation used in the film, the crew consulted chefs from both France and the United States. Lewis interned at Thomas Kellers The French Laundry restaurant, where Keller developed the confit byaldi, a dish used in the film. Michael Giacchino composed the Paris-inspired music for the film. @ Ratatouille premiered on June 22, 2007, at the Kodak Theatre in Los Angeles, California, with its general release June 29, 2007, in the United States. The film grossed $620.7 million and was a box office success. It received widespread critical acclaim for the voice acting, writing, direction, animation and Michael Giacchinos score. The film won the Academy Award for Best Animated Feature and was nominated for four more, including Best Original Screenplay. It was later voted one of the 100 greatest motion pictures of the 21st century by a 2016 poll of international critics conducted by the BBC.	2007-06-29	71	Brad Bird#Jan Pinkava	buddy film#coming-of-age story#flashback film
http://www.wikidata.org/entity/Q4941	https://en.wikipedia.org/wiki/Skyfall	Skyfall	Skyfall is a 2012 spy film and the twenty-third in the James Bond series produced by Eon Productions. The film is the third to star Daniel Craig as fictional MI6 agent James Bond and features Javier Bardem as Raoul Silva, the villain, and Judi Dench as M. It was directed by Sam Mendes and written by Neal Purvis, Robert Wade, and John Logan, and features the theme song Skyfall, written and performed by Adele. It was theatrically distributed by Sony Pictures Releasing. The story centres on Bond investigating an attack on MI6 that leads to a wider plot by former agent Raoul Silva to discredit and kill M as revenge for abandoning him. It sees the return of two recurring characters after an absence of two films: Q, played by Ben Whishaw, and Miss Moneypenny, played by Naomie Harris. @ Mendes was approached to direct after the release of Quantum of Solace in 2008. Development was suspended when MGM ran into financial trouble, and did not resume until MGM emerged from bankruptcy in December 2010; meanwhile the original screenwriter, Peter Morgan, left the project. When production resumed, Logan, Purvis, and Wade continued writing what became the final version. Filming began in November 2011, primarily in the United Kingdom, with smaller portions shot in China and Turkey. @ Skyfall premiered at the Royal Albert Hall, London, on 23 October 2012 and was released in the UK on 26 October and in North America on 9 November. It was the first James Bond film to be screened in IMAX venues, although it was not filmed with IMAX cameras. The release coincided with the 50th anniversary of the series, which began with Dr. No in 1962. Skyfall was very well received by critics, who praised its screenplay, acting, Mendess direction, Deakinss cinematography, Thomas Newmans musical score, and action sequences. It was the fourteenth film to gross over $1 billion worldwide, and the only James Bond film to do so. It became the seventh-highest-grossing film of all time, the highest-grossing film in the UK, the highest-grossing film in the series, the highest-grossing film worldwide for both Sony Pictures and MGM, and the second-highest-grossing film of 2012. The film won several accolades, including two Academy Awards, two BAFTA Awards and two Grammy Awards. @ The next film in the series, Spectre, was released in North America in November 2015, with Craig reprising his role, Sony Pictures returning to distribute, and Mendes returning to direct.	2012-10-23	71	Sam Mendes	action film#action thriller#spy film
