wikidata	wikipedia	entity	type	abstract	sitelinks
http://www.wikidata.org/entity/Q189	https://en.wikipedia.org/wiki/Iceland	Iceland	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Iceland is a Nordic island country in the North Atlantic Ocean, with a population of 356,991 and an area of , making it the most sparsely populated country in Europe. The capital and largest city is Reykjavík. Reykjavík and the surrounding areas in the southwest of the country are home to over two-thirds of the population. Iceland is volcanically and geologically active. The interior consists of a plateau characterised by sand and lava fields, mountains, and glaciers, and many glacial rivers flow to the sea through the lowlands. Iceland is warmed by the Gulf Stream and has a temperate climate, despite a high latitude just outside the Arctic Circle. Its high latitude and marine influence keep summers chilly, with most of the archipelago having a polar climate. @ According to the ancient manuscript Landnámabók, the settlement of Iceland began in 874 AD when the Norwegian chieftain Ingólfr Arnarson became the first permanent settler on the island. In the following centuries, Norwegians, and to a lesser extent other Scandinavians, emigrated to Iceland, bringing with them thralls of Gaelic origin. @ The island was governed as an independent commonwealth under the Althing, one of the worlds oldest functioning legislative assemblies. Following a period of civil strife, Iceland acceded to Norwegian rule in the 13th century. The establishment of the Kalmar Union in 1397 united the kingdoms of Norway, Denmark, and Sweden. Iceland thus followed Norways integration into that union, coming under Danish rule after Swedens secession from the union in 1523. Although the Danish kingdom introduced Lutheranism forcefully in 1550, Iceland remained a distant semi-colonial territory in which Danish institutions and infrastructures were conspicuous by their absence. @ In the wake of the French Revolution and the Napoleonic Wars, Icelands struggle for independence took form and culminated in independence in 1918 and the founding of a republic in 1944. Although its parliament was suspended from 1799 to 1845, the island republic has been credited with sustaining the worlds oldest and longest-running parliament. @ Until the 20th century, Iceland relied largely on subsistence fishing and agriculture. Industrialisation of the fisheries and Marshall Plan aid following World War II brought prosperity, and Iceland became one of the wealthiest and most developed nations in the world. It became a part of the European Economic Area in 1994; this further diversified the economy into sectors such as finance, biotechnology, and manufacturing. @ Iceland has a market economy with relatively low taxes, compared to other OECD countries, as well as the highest trade union membership in the world. It maintains a Nordic social welfare system that provides universal health care and tertiary education for its citizens. Iceland ranks high in economic, democratic, and social stability, as well as equality, ranking third in the world by median wealth per adult. In 2020, it was ranked as the fourth-most developed country in the world by the United Nations Human Development Index, and it ranks first on the Global Peace Index. Iceland runs almost completely on renewable energy. @ Hit hard by the worldwide financial crisis, the nations entire banking system systemically failed in October 2008, leading to an economic crisis and the collapse of the countrys three largest banks. The crisis prompted substantial political unrest, the Icesave dispute, and the institution of capital controls. By 2014, the Icelandic economy had made a significant recovery, due in large part to a surge in tourism.	316
http://www.wikidata.org/entity/Q191	https://en.wikipedia.org/wiki/Estonia	Estonia	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Estonia, officially the Republic of Estonia	315
http://www.wikidata.org/entity/Q37	https://en.wikipedia.org/wiki/Lithuania	Lithuania	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Lithuania, officially the Republic of Lithuania, is a country in the Baltic region of Europe. Lithuania is one of the Baltic states. Situated on the eastern shore of the Baltic Sea, to the southeast of Sweden and Denmark, Lithuania is bordered by Latvia to the north, Belarus to the east and south, Poland to the south, and Kaliningrad Oblast to the southwest. Lithuania has an estimated population of 2.8 million people . The capital and largest city is Vilnius and other major cities are Kaunas and Klaipėda. Lithuanians are Balts. The official language, Lithuanian, is one of only two living languages in the Baltic branch of the Indo-European language family, the other being Latvian. @ For centuries, the southeastern shores of the Baltic Sea were inhabited by various Baltic tribes. In the 1230s, the Lithuanian lands were united by Mindaugas and the Kingdom of Lithuania was created on 6 July 1253. During the 14th century, the Grand Duchy of Lithuania was the largest country in Europe; present-day Lithuania, Belarus, Ukraine, and parts of Poland and Russia were the territories of the Grand Duchy. With the Lublin Union of 1569, Lithuania and Poland formed a voluntary two-state personal union, the Polish–Lithuanian Commonwealth. The Commonwealth lasted more than two centuries, until neighbouring countries systematically dismantled it from 1772 to 1795, with the Russian Empire annexing most of Lithuanias territory. @ As World War I neared its end, Lithuanias Act of Independence was signed on 16 February 1918, declaring the founding of the modern Republic of Lithuania. During the Second World War, Lithuania was first occupied by the Soviet Union and then by Nazi Germany. As World War II neared its end and the Germans retreated, the Soviet Union reoccupied Lithuania. On 11 March 1990, a year before the formal dissolution of the Soviet Union, Lithuania became the first Baltic state to proclaim its independence, resulting in the restoration of the independent State of Lithuania. @ Lithuania is a developed country with an advanced, high-income economy, a very high Human Development Index, a very high standard of living and favourable performance in metrics of civil liberties, press freedom, internet freedom, democratic governance and peacefulness. Lithuania is a member of the European Union, the Council of Europe, eurozone, Schengen Agreement, NATO and OECD. It is also a member of the Nordic Investment Bank and participates in the Nordic-Baltic cooperation of Northern European countries.	315
http://www.wikidata.org/entity/Q403	https://en.wikipedia.org/wiki/Serbia	Serbia	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Serbia, officially the Republic of Serbia, is a landlocked country situated at the crossroads of Central and Southeast Europe in the southern Pannonian Plain and the central Balkans. It borders Hungary to the north, Romania to the northeast, Bulgaria to the southeast, North Macedonia to the south, Croatia and Bosnia and Herzegovina to the west, and Montenegro to the southwest. The country claims a border with Albania through the disputed territory of Kosovo. Serbias population numbers approximately seven million. Its capital, Belgrade, ranks among the largest and oldest citiеs in southeastern Europe. @ Continuously inhabited since the Paleolithic Age, the territory of modern-day Serbia faced Slavic migrations to Southeastern Europe in the 6th century, establishing several regional states in the early Middle Ages at times recognised as tributaries to the Byzantine, Frankish and Hungarian kingdoms. The Serbian Kingdom obtained recognition by the Holy See and Constantinople in 1217, reaching its territorial apex in 1346 as the relatively short-lived Serbian Empire. By the mid-16th century, the Ottomans annexed the entirety of modern-day Serbia; their rule was at times interrupted by the Habsburg Empire, which began expanding towards Central Serbia from the end of the 17th century while maintaining a foothold in Vojvodina. In the early 19th century, the Serbian Revolution established the nation-state as the regions first constitutional monarchy, which subsequently expanded its territory. Following disastrous casualties in World War I, and the subsequent unification of the former Habsburg crownland of Vojvodina with Serbia, the country co-founded Yugoslavia with other South Slavic nations, which would exist in various political formations until the Yugoslav Wars of the 1990s. During the breakup of Yugoslavia, Serbia formed a union with Montenegro, which was peacefully dissolved in 2006, restoring Serbias independence as a sovereign state for the first time since 1918. In 2008, the parliament of the province of Kosovo unilaterally declared independence, with mixed responses from the international community. Serbia is one of the European countries with high numbers of registered national minorities. @ A unitary parliamentary constitutional republic, Serbia is a member of the UN, CoE, OSCE, PfP, BSEC, CEFTA, and is acceding to the WTO. Since 2014, the country has been negotiating its EU accession, with the aim of joining the European Union by 2025. Since 2007, Serbia has formally adhered to the policy of military neutrality. The country provides social security, universal health care system, and a free primary and secondary education to its citizens. An upper-middle-income economy with a dominant service sector, the country ranks relatively highly on the Human Development Index and Social Progress Index as well as the Global Peace Index.	314
http://www.wikidata.org/entity/Q258	https://en.wikipedia.org/wiki/South_Africa	South Africa	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	South Africa, officially the Republic of South Africa, is the southernmost country in Africa. With over 59 million people, it is the worlds 24th-most populous nation and covers an area of . South Africa has three capital cities: executive Pretoria, judicial Bloemfontein and legislative Cape Town. The largest city is Johannesburg. About 80% of South Africans are of Black African ancestry, divided among a variety of ethnic groups speaking different African languages. The remaining population consists of Africas largest communities of European, Asian, and multiracial ancestry. @ It is bounded to the south by of coastline of Southern Africa stretching along the South Atlantic and Indian Oceans; to the north by the neighbouring countries of Namibia, Botswana, and Zimbabwe; and to the east and northeast by Mozambique and Eswatini; and it surrounds the enclaved country of Lesotho. It is the southernmost country on the mainland of the Old World or the Eastern Hemisphere, and the most populous country located entirely south of the equator. South Africa is a biodiversity hotspot, with a diversity of unique biomes and plant and animal life. @ South Africa is a multiethnic society encompassing a wide variety of cultures, languages, and religions. Its pluralistic makeup is reflected in the constitutions recognition of 11 official languages, the fourth-highest number in the world. According to the 2011 census, the two most spoken first languages are Zulu and Xhosa. The two next ones are of European origin: Afrikaans developed from Dutch and serves as the first language of most coloured and white South Africans; English reflects the legacy of British colonialism, and is commonly used in public and commercial life. The country is one of the few in Africa never to have had a coup détat, and regular elections have been held for almost a century. However, the vast majority of black South Africans were not enfranchised until 1994. @ During the 20th century, the black majority sought to claim more rights from the dominant white minority, which played a large role in the countrys recent history and politics. The National Party imposed apartheid in 1948, institutionalising previous racial segregation. After a long and sometimes violent struggle by the African National Congress and other anti-apartheid activists both inside and outside the country, the repeal of discriminatory laws began in the mid-1980s. Since 1994, all ethnic and linguistic groups have held political representation in the countrys liberal democracy, which comprises a parliamentary republic and nine provinces. South Africa is often referred to as the rainbow nation to describe the countrys multicultural diversity, especially in the wake of apartheid. @ South Africa is a developing country and ranks 113th on the Human Development Index, the seventh-highest in Africa. It has been classified by the World Bank as a newly industrialised country, with the second-largest economy in Africa, and the 33rd-largest in the world. South Africa also has the most UNESCO World Heritage Sites in Africa. The country is a middle power in international affairs; it maintains significant regional influence and is a member of both the Commonwealth of Nations and G20. However, crime, poverty and inequality remain widespread, with about a quarter of the population unemployed and living on less than US$1.25 a day. Moreover, climate change is an important issue for South Africa: it is a major contributor to climate change as the 14th largest emitter of greenhouse gases as of 2018, and is vulnerable to many of its impacts, because of its water-insecure environment and vulnerable communities.	314
http://www.wikidata.org/entity/Q649	https://en.wikipedia.org/wiki/Moscow	Moscow	abstract object#administrative territorial entity#administrative territorial entity of a single country#administrative territorial entity of a specific level#administrative territorial entity of Russia#artificial entity#artificial geographic entity#artificial physical object#big city#capability#capital#city/town#city with millions of inhabitants#class#community#concept#concrete object#constituent#data#declarative sentence#denunciation#emic unit#entity#fact#federal subject of Russia#first-level administrative country subdivision#former administrative territorial entity#former capital#former entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#historical administrative division#historical fact#historical geographic location#human-geographic territorial entity#human settlement#information#linguistic unit#locality#location#mathematical object#meaning#mental object#mental representation#message#non-existent entity#object#past#physical object#political territorial entity#property#proposition#quality#relation#representation#research object#semantic unit#sentence#social group#spatial entity#spatio-temporal entity#statement#structure#system#territorial entity#types of towns and cities in Russia#unit#unit of analysis#	Moscow is the capital and largest city of Russia. The city stands on the Moskva River in Central Russia, with a population estimated at 12.4 million residents within the city limits, while over 17 million residents in the urban area, and over 20 million residents in the Moscow Metropolitan Area. The city covers an area of , while the urban area covers , and the metropolitan area covers over . Moscow is among the worlds largest cities, being the largest city entirely within Europe, the largest urban area in Europe, the largest metropolitan area in Europe, and also the largest city by land area on the European continent. @ Originally established in 1147, Moscow grew to become a prosperous and powerful city that served as the capital of the Grand Duchy that bears its namesake. When the Grand Duchy of Moscow evolved into the Tsardom of Russia, Moscow still remained as the political and economic center for most of the Tsardoms history. When the Tsardom was reformed into the Russian Empire, the capital was moved from Moscow to Saint Petersburg, diminishing the influence of the city. The capital was then moved back to Moscow following the Russian Revolution and the city was brought back as the political centre of the Russian SFSR and the Soviet Union. When the Soviet Union dissolved, Moscow remained as the capital city of the contemporary and newly established Russian Federation. @ As the northernmost and coldest megacity in the world, and with a history that dates over eight centuries, Moscow is governed as a federal city that serves as the political, economic, cultural, and scientific centre of Russia and Eastern Europe. As an alpha world city, Moscow has one of the worlds largest urban economies, and is one of the most expensive cities in the world. The city is one of the fastest growing tourist destinations in the world, and is one of Europes most visited cities. Moscow is home to the third-highest number of billionaires of any city in the world, and has the highest number of billionaires of any city in Europe. The Moscow International Business Center is one of largest financial centres of Europe and the world, and features some of Europes tallest skyscrapers. Muscovites enjoy public digital services more than anywhere else in Europe, and the best e-government services in the world. Moscow is also home to the tallest free-standing structure in Europe, the Ostankino Tower, and was the host city of the 1980 Summer Olympics, and one of the host cities of the 2018 FIFA World Cup. @ As the historic core of Russia, Moscow serves as the home of numerous Russian artists, scientists, and sports figures due to the presence of its various museums, academic and political institutions and theatres. The city is home to several UNESCO World Heritage Sites, and is well known for its display of Russian architecture, particularly its historic Red Square, and buildings such as the Saint Basils Cathedral and the Moscow Kremlin, of which the latter serves as the seat of power of the Government of Russia. Moscow is home to many Russian companies in numerous industries, and is served by a comprehensive transit network, which includes four international airports, nine railway terminals, a tram system, a monorail system, the largest electric bus fleet in Europe, the largest fleet of carsharing vehicles in the world, and most notably the Moscow Metro, the busiest metro system in Europe, and one of the largest rapid transit systems in the world. The city has over 40 percent of its territory covered by greenery, making it one of the greenest cities in Europe and the world.	313
http://www.wikidata.org/entity/Q218	https://en.wikipedia.org/wiki/Romania	Romania	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Romania is a country located at the crossroads of Central, Eastern, and Southeastern Europe. It shares land borders with Bulgaria to the south, Ukraine to the north, Hungary to the west, Serbia to the southwest, and Moldova to the east and has its opening to the Black Sea. It has a predominantly temperate-continental climate. With a total area of , Romania is the twelfth-largest country in Europe and the seventh-most populous member state of the European Union, having approximately 19.3 million inhabitants. Its capital and largest city is Bucharest. Other major urban areas include Cluj-Napoca, Timișoara, Iași, Constanța, Craiova, Brașov, and Galați. @ The River Danube, Europes second-longest river, rises in Germanys Black Forest and flows in a generally southeasterly direction for , coursing through ten countries before emptying into Romanias Danube Delta. The Carpathian Mountains, which cross Romania from the north to the southwest, include Moldoveanu Peak, at an altitude of . @ Modern Romania was formed in 1859 through a personal union of the Danubian Principalities of Moldavia and Wallachia. The new state, officially named Romania since 1866, gained independence from the Ottoman Empire in 1877. Following the outbreak of World War I, after declaring its neutrality in 1914, Romania fought on the side of the Allied Powers beginning in 1916. Afterwards Bukovina, Bessarabia, Transylvania as well as parts of Banat, Crișana, and Maramureș became part of the sovereign Kingdom of Romania. In June–August 1940, as a consequence of the Molotov–Ribbentrop Pact and Second Vienna Award, Romania was compelled to cede Bessarabia and Northern Bukovina to the Soviet Union, and Northern Transylvania to Hungary. In November 1940, Romania signed the Tripartite Pact and, consequently, in June 1941 entered World War II on the Axis side, fighting against the Soviet Union until August 1944, when it joined the Allies and recovered Northern Transylvania. Following the war, under the occupation of the Red Armys forces, Romania became a socialist republic and a member of the Warsaw Pact. After the 1989 Revolution, Romania began a transition towards democracy and a market economy. @ Romania ranks 52nd in the Human Development Index, and is a developing country with a high-income economy. It has the worlds 45th largest economy by nominal GDP, with an annual economic growth rate of 3.5% as of 2020. Following rapid economic growth in the early 2000s, Romania has an economy based predominantly on services and is a producer and net exporter of machines and electric energy, featuring companies like Automobile Dacia and OMV Petrom. It has been a member of the United Nations since 1955, part of NATO since 2004, and part of the European Union since 2007. The vast majority of the population identifies as ethnic Romanian and Eastern Orthodox Christian and are native speakers of Romanian, a Romance language.	313
http://www.wikidata.org/entity/Q150	https://en.wikipedia.org/wiki/French_language	French	abstract object#capability#entity#human language#language#language group#language super-family#languoid#object#property#quality#	French is a Romance language of the Indo-European family. It descended from the Vulgar Latin of the Roman Empire, as did all Romance languages. French evolved from Gallo-Romance, the Latin spoken in Gaul, and more specifically in Northern Gaul. Its closest relatives are the other langues doïl—languages historically spoken in northern France and in southern Belgium, which French largely supplanted. French was also influenced by native Celtic languages of Northern Roman Gaul like Gallia Belgica and by the Frankish language of the post-Roman Frankish invaders. Today, owing to Frances past overseas expansion, there are numerous French-based creole languages, most notably Haitian Creole. A French-speaking person or nation may be referred to as Francophone in both English and French. @ A major world language, French is an official language in 29 countries across multiple continents, most of which are members of the Organisation internationale de la Francophonie, the community of 84 countries which share the official use or teaching of French. French is also one of six official languages used in the United Nations. It is spoken as a first language in France; Canada; Belgium; western Switzerland; Monaco; parts of Luxembourg; parts of the United States; northwestern Italy; and various communities elsewhere. @ In 2015, approximately 40% of the francophone population lived in Europe, 35% in sub-Saharan Africa, 15% in North Africa and the Middle East, 8% in the Americas, and 1% in Asia and Oceania. French is the second most widely spoken mother tongue in the European Union. Of Europeans who speak other languages natively, approximately one-fifth are able to speak French as a second language. French is the second most taught foreign language in the EU. All institutions of the EU use French as a working language along with English and German; in certain institutions, French is the sole working language. French is also the 18th most natively spoken language in the world, 6th most spoken language by total number of speakers and the second or third most studied language worldwide. As a result of French and Belgian colonialism from the 16th century onward, French was introduced to new territories in the Americas, Africa and Asia. Most second-language speakers reside in Francophone Africa, in particular Gabon, Algeria, Morocco, Tunisia, Mauritius, Senegal and Ivory Coast. @ French is estimated to have about 76 million native speakers; about 235 million daily, fluent speakers; and another 77–110 million secondary speakers who speak it as a second language to varying degrees of proficiency, mainly in Africa. According to the OIF, approximately 300 million people worldwide are able to speak the language, without specifying the criteria for this estimation or whom it encompasses. According to a demographic projection led by the Université Laval and the Réseau Démographie de lAgence universitaire de la Francophonie, the total number of French speakers will reach approximately 500 million in 2025 and 650 million by 2050. OIF estimates 700 million by 2050, 80% of whom will be in Africa. @ French has a long history as an international language of literature and scientific standards and is a primary or second language of many international organisations including the United Nations, the European Union, the North Atlantic Treaty Organization, the World Trade Organization, the International Olympic Committee, and the International Committee of the Red Cross. In 2011, Bloomberg Businessweek ranked French the third most useful language for business, after English and Standard Mandarin Chinese.	311
http://www.wikidata.org/entity/Q252	https://en.wikipedia.org/wiki/Indonesia	Indonesia	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#democracy#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#island nation#juridical person#legal form#legal person#location#object#organization#political organisation#political system#political territorial entity#polity#republic#research object#social group#social system#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Indonesia, officially the Republic of Indonesia, is a country in Southeast Asia and Oceania, between the Indian and Pacific oceans. It consists of more than seventeen thousand islands, including Sumatra, Java, Borneo, Sulawesi, and New Guinea. Indonesia is the worlds largest island country and the 14th-largest country by land area, at . With over million people, it is the worlds 4th-most populous country as well as the most populous Muslim-majority country. Java, the worlds most populous island, is home to more than half of the countrys population. @ The sovereign state is a presidential, constitutional republic with an elected legislature. It has 34 provinces, of which five have special status. The countrys capital, Jakarta, is the second-most populous urban area in the world. The country shares land borders with Papua New Guinea, East Timor, and the eastern part of Malaysia. Other neighbouring countries include Singapore, Vietnam, the Philippines, Australia, Palau, and Indias Andaman and Nicobar Islands. Despite its large population and densely populated regions, Indonesia has vast areas of wilderness that support one of the worlds highest levels of biodiversity. @ The Indonesian archipelago has been a valuable region for trade since at least the 7th century when Srivijaya and later Majapahit traded with entities from mainland China and the Indian subcontinent. Local rulers gradually absorbed foreign influences from the early centuries and Hindu and Buddhist kingdoms flourished. Sunni traders and Sufi scholars brought Islam, while Europeans introduced Christianity through colonisation. Although sometimes interrupted by the Portuguese, French and British, the Dutch were the foremost colonial power for much of their 350-year presence in the archipelago. The concept of Indonesia as a nation-state emerged in the early 20th century and the country proclaimed its independence in 1945. However, it was not until 1949 that the Dutch recognised Indonesias sovereignty following an armed and diplomatic conflict between the two. @ Indonesia consists of hundreds of distinct native ethnic and linguistic groups, with the largest one being the Javanese. A shared identity has developed with the motto Bhinneka Tunggal Ika, defined by a national language, ethnic diversity, religious pluralism within a Muslim-majority population, and a history of colonialism and rebellion against it. The economy of Indonesia is the worlds 16th largest by nominal GDP and 7th by GDP at PPP. Indonesia is the only regional power in Southeast Asia and is considered a middle power in global affairs. The country is a member of several multilateral organisations, including the United Nations, World Trade Organization, International Monetary Fund, G20, and a founding member of Non-Aligned Movement, Association of Southeast Asian Nations, the Asian Development Bank, Asia-Pacific Economic Cooperation, East Asia Summit, Asian Infrastructure Investment Bank, and Organisation of Islamic Cooperation.	311
http://www.wikidata.org/entity/Q843	https://en.wikipedia.org/wiki/Pakistan	Pakistan	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Pakistan, officially the Islamic Republic of Pakistan, is a country in South Asia. It is the worlds fifth-most populous country with a population exceeding 212.2 million. It has the worlds second-largest Muslim population. It is the 33rd-largest country by area, spanning . Pakistan has a coastline along the Arabian Sea and Gulf of Oman in the south and is bordered by India to the east, Afghanistan to the west, Iran to the southwest, and China to the northeast. It is separated narrowly from Tajikistan by Afghanistans Wakhan Corridor in the northwest, and also shares a maritime border with Oman. @ The territory that now constitutes Pakistan was the site of several ancient cultures and intertwined with the history of the broader Indian subcontinent. The ancient history involves the Neolithic site of Mehrgarh and the Bronze Age Indus Valley Civilisation, and was later home to kingdoms ruled by people of different faiths and cultures, including Hindus, Indo-Greeks, Muslims, Turco-Mongols, Afghans and Sikhs. The area has been ruled by numerous empires and dynasties, including the Persian Achaemenid Empire, Alexander III of Macedons empire, the Seleucid Empire, the Indian Maurya Empire, the Kushan Empire, the Gupta Empire, the Arab Umayyad Caliphate, the Ghaznavids Empire, the Ghurid Sultanate, the Delhi Sultanate, the Mongol Empire, the Mughal Empire, the Sur Empire, the Afghan Durrani Empire, the Sikh Empire and, most recently, the British Indian Empire. @ Pakistan gained independence in 1947 as a homeland for Indian Muslims following the Pakistan Movement, which sought statehood for the Muslim-majority regions of British India through partition. It is an ethnically and linguistically diverse country, with similarly diverse geography and wildlife. Initially a dominion, Pakistan adopted a constitution in 1956, becoming an Islamic republic. An ethnic civil war and Indian military intervention in 1971 resulted in the secession of East Pakistan as the new country of Bangladesh. In 1973, Pakistan adopted a new constitution which stipulated that all laws are to conform to the injunctions of Islam as laid down in the Quran and Sunnah. In 2008, Pakistan transitioned to civilian rule. In 2010, Pakistan adopted a parliamentary system with periodic elections. @ A middle power, Pakistan has the sixth-largest standing armed forces in the world and is also a nuclear power as well as a declared nuclear-weapons state. It is ranked among the emerging and growth-leading economies of the world, and is backed by one of the worlds largest and fastest-growing middle class populations. Pakistans political history since independence has been characterized by periods of military rule, political instability and conflicts with India. The country continues to face challenging problems, including poverty, illiteracy and corruption. Pakistan is a member of the UN, the Shanghai Cooperation Organisation, the OIC, the Commonwealth of Nations, the SAARC, the Islamic Military Counter Terrorism Coalition, and is a major non-NATO ally.	311
http://www.wikidata.org/entity/Q84	https://en.wikipedia.org/wiki/London	London	abstract object#administrative territorial entity#administrative territorial entity of a single country#agent#artificial entity#artificial geographic entity#artificial physical object#big city#city/town#city with millions of inhabitants#community#concrete object#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#human settlement#individual entity#locality#location#object#organization#physical object#political entity#political organisation#polity#research object#social group#spatial entity#spatio-temporal entity#structure#system#territorial entity#unit#unit of analysis#urban area#	London is the capital and largest city of England and the United Kingdom. The city stands on the River Thames in the south-east of England, at the head of its estuary leading to the North Sea. London has been a major settlement for two millennia. Londinium was founded by the Romans. The City of London, Londons ancient core and financial centre − an area of just and colloquially known as the Square Mile − retains boundaries that closely follow its medieval limits. The adjacent City of Westminster is an Inner London borough and has for centuries been the location of much of the national government. Thirty one additional boroughs north and south of the river also comprise modern London. London is governed by the mayor of London and the London Assembly. @ London is one of the worlds most important global cities. It exerts a considerable impact upon the arts, commerce, education, entertainment, fashion, finance, healthcare, media, professional services, research and development, tourism and transportation. It is one of the largest financial centres. In 2019, London had the highest number of ultra high-net-worth individuals in Europe. Londons universities form the largest concentration of higher education institutes in Europe, and London is home to highly ranked institutions such as Imperial College London in natural and applied sciences, and the London School of Economics in social sciences. In 2012, London became the first city to have hosted three modern Summer Olympic Games. @ London has a diverse range of people and cultures, and more than 300 languages are spoken in the region. Its estimated mid-2018 municipal population was 8,908,081, the third-most populous of any city in Europe and accounts for 13.4% of the UK population. Londons urban area is the third most populous in Europe, after Moscow and Paris, with 9,787,426 inhabitants at the 2011 census. The London commuter belt is the second-most populous in Europe, after the Moscow Metropolitan Area, with 14,040,163 inhabitants in 2016. @ London contains four World Heritage Sites: the Tower of London; Kew Gardens; the site comprising the Palace of Westminster, Westminster Abbey, and St Margarets Church; and the historic settlement in Greenwich where the Royal Observatory defines the Prime Meridian and Greenwich Mean Time. Other landmarks include Buckingham Palace, the London Eye, Piccadilly Circus, St Pauls Cathedral, Tower Bridge, Trafalgar Square and The Shard. London has numerous museums, galleries, libraries and sporting events. These include the British Museum, National Gallery, Natural History Museum, Tate Modern, British Library and West End theatres. The London Underground is the oldest underground railway network in the world.	310
http://www.wikidata.org/entity/Q213	https://en.wikipedia.org/wiki/Czech_Republic	Czech Republic	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	The Czech Republic, also called by its shorter name, Czechia, is a landlocked country in Central Europe bordered by Austria, Germany, Poland and Slovakia. The Czech Republic has hilly landscape that covers an area of with a mostly temperate continental climate and oceanic climate. It is a unitary parliamentary republic and a member of NATO, EU, OECD, OSCE and CoE. @ The Duchy of Bohemia under Great Moravia in 1002 was formally recognized as an Imperial State of the Holy Roman Empire and became a kingdom in 1198. Following the Battle of Mohács in 1526, the whole Crown of Bohemia was gradually integrated into the Habsburg Monarchy. The Protestant Bohemian Revolt led to the Thirty Years War. After the Battle of the White Mountain, the Habsburgs consolidated their rule. With the dissolution of the Holy Empire in 1806, the Crown lands became part of the Austrian Empire. In the 19th century, the Czech lands became more industrialized and became part of the First Czechoslovak Republic following the collapse of Austria-Hungary after World War I. After the Munich Agreement in 1938, Nazi Germany systematically took control over the Czech lands. Czechoslovakia was restored in 1945 until 1 January 1993 when it dissolved with its constituent states becoming the independent states of the Czech Republic and Slovakia. @ The Czech Republic is a developed country with an advanced, high income social market economy. It is a welfare state with a European social model, universal health care and tuition-free university education. It ranks 13th in the UN inequality-adjusted human development and 14th in the World Bank Human Capital Index. It ranks as the 11th safest and most peaceful country and 32nd in democratic governance.	310
